34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:37:01.0 (373033)|EXECUTION_STARTED
09:37:01.0 (420221)|CODE_UNIT_STARTED|[EXTERNAL]|0664E0000000AOi|VF: /apex/ReportPLIS
09:37:01.0 (256753360)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (256804166)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (256929566)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (256947778)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (256952246)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257002935)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257136081)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257154663)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257159082)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257210399)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257336083)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257354249)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257358737)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257409696)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257535895)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257554260)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257558597)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257609266)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257734500)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257752976)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257757463)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257808497)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (257934415)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257952885)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (257957302)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258008328)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258140249)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258158727)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258163182)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258214262)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258341831)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258360391)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258364771)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258415883)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258542106)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258561155)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258565563)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258616946)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258748286)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258767054)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258771454)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258825900)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (258953995)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258972279)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (258976658)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259028418)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259159004)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259177823)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259182207)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259233654)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259359504)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259377710)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259382027)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259432938)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259557980)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259576329)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259580633)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259631120)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259755917)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259774331)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259779089)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259830030)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (259965202)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259983800)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (259988174)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260039235)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260172041)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260190735)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260195093)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260246350)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260371244)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260389457)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260393977)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260444744)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260570234)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260588429)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260592764)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260642698)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260768590)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260787083)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260791598)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260842048)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (260967674)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260985897)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (260990212)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261041031)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261172921)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261191236)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261195682)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261247237)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261372369)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261390474)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261394891)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261445499)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261570913)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261589004)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261593498)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261644106)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261769195)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261787758)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261792125)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261843431)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (261969555)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261987946)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (261992397)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262043197)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262174831)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262193177)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262197532)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262248420)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262381970)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262400728)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262405127)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262456318)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262581782)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262599851)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262604316)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262654914)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262779766)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262797905)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262802212)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262852788)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (262981578)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (262999963)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263004686)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263056859)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263188842)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263207119)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263211453)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263262501)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263390229)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263408594)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263413007)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263464010)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263588836)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263606834)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263611152)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263663084)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263788478)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263806821)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (263811225)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263861923)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (263987006)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264005508)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264010857)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264062446)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264194213)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264213019)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264217382)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264268375)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264394767)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264413281)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264417566)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264468527)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264593684)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264611857)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264616175)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264666662)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264791621)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264809899)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (264814155)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264865235)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (264990537)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265009039)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265014317)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265065151)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265196083)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265214530)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265219057)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265270338)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265395437)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265413722)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265418301)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265469093)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265596736)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265615556)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265619845)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265670655)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265796515)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265815110)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (265819382)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265870084)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (265996352)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (266014774)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (266020103)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (266071019)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280356528)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280376531)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280381377)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280435008)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280563302)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280581873)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280586156)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280637742)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280763315)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280781767)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280786140)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280836820)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (280962055)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280980209)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (280984485)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281035542)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281169419)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281187946)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281192311)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281243517)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281370385)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281388802)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281393087)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281443719)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281568794)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281587515)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281591728)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281642508)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281767855)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281786289)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281790830)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281841990)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (281967672)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281986446)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (281990822)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282041841)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282174541)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282193252)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282197559)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282248501)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282375861)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282394764)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282399137)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282450119)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282577953)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282596360)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282600677)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282651077)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282777970)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282796315)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282800724)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282851831)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (282976476)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282995224)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (282999711)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283050936)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283186085)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283204466)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283208762)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283260364)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283385491)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283403911)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283408280)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283459445)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283584977)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283603204)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283607841)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283658884)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283784899)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283803349)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (283807733)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283858779)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (283984552)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (284002967)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.hasNext()
09:37:01.0 (284008128)|METHOD_ENTRY|[24]||Database.QueryLocatorIterator.next()
09:37:01.0 (284059198)|METHOD_EXIT|[24]||Database.QueryLocatorIterator.next()
